objectid,title,creator,date,date range,description,subject,people,location,latitude,longitude,source,identifier,PID,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
pascal_018,Bussen farm,"Pascal, Descartes L., 1870",1880,1880/1920,"The Bussen farm, east of Grand Mound, Iowa. A man is at a pump near the fence at the front of the yard.",Bussen family--Homes and haunts,,Grand Mound (Iowa); Clinton County (Iowa); Iowa,41.82518719,-90.64691302,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_18,MS 0091,isu:Pascal_18,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_18~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_18~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_18~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_005,School Group at Allison School,"Pascal, Descartes L., 1870",,,"School group at Allison School in Orange Township, Clinton County, Iowa.",Allison School (Iowa),,Clinton County (Iowa); Iowa,41.83973187,-90.20570388,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_19,MS 0091,isu:Pascal_19,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_19~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_19~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_19~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_021,Farm Workers,"Pascal, Descartes L., 1870",1880,1880/1920,Farm workers threshing oats and stacking straw. A steam engine is on the left and a separator is on the right. Ten with pitchforks are on top of the straw pile.,Oats--Threshing,,Iowa,,,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_2,MS 0091,isu:Pascal_2,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_2~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_2~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_2~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_029,Professor Carter,"Pascal, Descartes L., 1870",,,Professor Carter was a traveling entertainer. In this photograph he is balancing a wooden chair on his chin.,Entertainers,,Iowa,,,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_20,MS 0091,isu:Pascal_20,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_20~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_20~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_20~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_019,Barber and Customer,"Pascal, Descartes L., 1870",1880,1880/1920,A barber in his shop stands beside a customer seated in a chair.,Barbers,,Iowa,,,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_21,MS 0091,isu:Pascal_21,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_21~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_21~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_21~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_008,Street Scene in Grand Mound,"Pascal, Descartes L., 1870",1890,1890/1900,"Street scene in Grand Mound, Iowa. Men and boys stand outside C. H. Jacobs' Harness Shop. Severa l more men stand farther down the street.",,,Grand Mound (Iowa); Clinton County (Iowa); Iowa,41.82518719,-90.64691302,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_22,MS 0091,isu:Pascal_22,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_22~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_22~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_22~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_025,Railroad Tracks,"Pascal, Descartes L., 1870",1880,1880/1920,"Railroad tracks at cliffs near DeWitt, Iowa.",Railroads--Track; Railroads--Trains,,Clinton County (Iowa); Iowa,41.83973187,-90.20570388,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_23,MS 0091,isu:Pascal_23,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_23~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_23~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_23~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_013,Street scene in Grand Mound,"Pascal, Descartes L., 1870",1890,1890/1900,"Street scene in Grand Mound, Iowa. Two men are sitting outside a storefront. Above another shop there is a sign for a cobbler named ""A. Schultz"" and a dog is sitting beside the doorway to the shop. Farther down the street, three young boys lean against a fireplug or hydrant.",,,Grand Mound (Iowa); Clinton County (Iowa); Iowa,41.82518719,-90.64691302,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_24,MS 0091,isu:Pascal_24,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_24~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_24~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_24~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_017,Arcana Celestia (Lettie) Pascal,"Pascal, Descartes L., 1870",1880,1880/1920,"A woman, Arcana Celestia (Lettie) Pascal, holds the reins of a horse. A colt stands beside the horse. Arcana is the sister of Descartes Pascal.",,"Pascal, Arcana Celestia",Iowa,,,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_25,MS 0091,isu:Pascal_25,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_25~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_25~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_25~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_003,Lucy Pascal,"Pascal, Descartes L., 1870",1890,1890/1899,"A woman, Lucy Pascal, holding a sketch pad. Lucy is the sister of Descartes Pascal. She is sitting on a boulder under a tree.",,"Pascal, Lucy",Iowa,,,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_26,MS 0091,isu:Pascal_26,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_26~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_26~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_26~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_004,Home of George Wourms Pascal,"Pascal, Descartes L., 1870",1880,1880/1920,"Home of George Wourms Pascal and his wife Talitha Cumi Cotton Pascal, parents of Descartes Pascal. Pascal's boyhood home was located near Grand Mound, Iowa. A man in the foreground of the picture is photographing a young standing child.",,,Grand Mound (Iowa); Clinton County (Iowa); Iowa,41.82518719,-90.64691302,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_27,MS 0091,isu:Pascal_27,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_27~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_27~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_27~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_009,Boysen family,"Pascal, Descartes L., 1870",1880,1880/1920,"Family group posed in front of the Boysen home located between Grand Mound and DeWitt in Clinton County, Iowa.",Boysen family--Homes and haunts,,Clinton County (Iowa); Iowa,41.83973187,-90.20570388,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_28,MS 0091,isu:Pascal_28,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_28~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_28~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_28~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_016,Hunter with Boy and Dog,"Pascal, Descartes L., 1870",1880,1880/1920,"Hunter with boy and dog standing outside a thicket. On the left is Wickliffe Cotton, holding a rifle and wearing an ammunition belt. Wickliffewas the cousin of Descartes Pascal and the son of Salem and Mercy Cotton. On the right is Lee Pascal, nephew of Descartes Pascal. A dog named Pedro sits on a handmade sled beside three dead rabbits. Snow covers the ground.",,"Cotton, Wickliffe; Pascal, Lee",Iowa,,,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_29,MS 0091,isu:Pascal_29,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_29~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_29~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_29~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_026,George Pascal II,"Pascal, Descartes L., 1870",1893,1893/1894,"George Pascal II, with a bobsled and team of horses in the winter of 1893-94 at the John Pascal farm near Pocahontas, Iowa.",Sleighs,"Pascal, George",Pocahontas County (Iowa); Iowa,,,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_3,MS 0091,isu:Pascal_3,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_3~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_3~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_3~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_030,Unity School,"Pascal, Descartes L., 1870",1880,1880/1920,"Unity School, west of DeWitt, Iowa. Teacher and students posed outside the one-room schoolhouse.",Rural schools; School children,,De Witt (Iowa); Clinton County (Iowa); Iowa,41.82296891,-90.54559164,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_4,MS 0091,isu:Pascal_4,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_4~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_4~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_4~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_015,Pascal family,"Pascal, Descartes L., 1870",1880,1880/1920,"Pascal family photo. Back row, left to right:Arcana Celestia (Lettie), John, Laura, Descartes (Dan), George, Lucy. Front row, left to right: (Sarah) Celia C18Pascal family, Aylett, Lee, George Wourms (father), Talitha Cumi [Cotton] (mother). Celiawas Aylett's wife. Leewas their son. The dog's name was Pedro.",Pascal family,,Iowa,,,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_5,MS 0091,isu:Pascal_5,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_5~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_5~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_5~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_006,Graduation from Cornell College,"Pascal, Descartes L., 1870",,,"Graduation from Cornell College, Mt. Vernon, Iowa, 1888. The three women dressed in white dresses are the sisters of Descartes Pascal. From left to right:Lucy, Arcana Celestia (Lettie), and Laura.",,"Pascal, Lucy; Pascal, Arcana Celestia; Pascal, Laura",Linn County (Iowa); Iowa,41.96522569,-91.6763719,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_6,MS 0091,isu:Pascal_6,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_6~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_6~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_6~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
pascal_023,Ice Skaters,"Pascal, Descartes L., 1870",1880,1880/1920,"Men and boys on ice skates, possibly on the Mississippi River.",Ice skaters,,Iowa,,,https://digitalcollections.lib.iastate.edu/islandora/object/isu%3APascal_7,MS 0091,isu:Pascal_7,Glass plate negative,image/jpeg,eng,"This work has been identified as being free of known restrictions under U.S. copyright law, including all related and neighboring rights. The organization that has made this item available believes that the item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. (CC Public Domain 1.0 and RightsStatements.org NoC-US 1.0). The original object is available at the Iowa State University Library Special Collections and University Archives (archives@iastate.edu). To request higher resolution reproductions of the original see http://archives.lib.iastate.edu/using-our-materials/making-copies/photog...",http://rightsstatements.org/vocab/NoC-CR/1.0/,image,https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_7~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/max/0/default.jpg,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_7~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:Pascal_7~JP2~6efb3e2e0e99f94d7d0bc878632cd4676b4c32871494185765fcc53f7c48cb63~isu_public/full/500,/0/default.jpg"
